Timestamp (UTC),OrbitPhase (%),Sunlight (0 or 1),BusVoltage (V),BusCurrent (A),BatteryVoltage (V),BatteryTemperature (°C),BatterySOC (%),SolarVoltage (V),SolarCurrent (A),WheelRPM (RPM),WheelTemperature (°C),CPUUsage (%),CPUTemperature (°C),SignalStrength (dBm),GyroMagnitude (deg/s),Altitude (km),FaultLabel
2026-01-01T02:50:00Z,78.95,0,32.792,13.64,7.57,20.24,65.76,0.8,0.09,16.0,34.1,45.3,51.527,-74.8,0.0395,550.25,0
2026-01-01T02:55:00Z,84.21,0,32.846,11.59,7.575,21.46,65.71,0.24,0.05,16.5,34.1,44.6,51.464,-87.4,0.035,550.22,0
2026-01-01T03:00:00Z,89.47,0,32.741,11.08,7.59,22.51,65.64,0.09,0.01,17.0,34.1,43.0,51.32,-94.3,0.039,550.14,0
2026-01-01T03:05:00Z,94.74,0,32.826,10.93,7.566,22.24,65.58,0.07,0.02,17.5,34.2,41.5,51.035,-96.3,0.0345,550.2,0
2026-01-01T03:10:00Z,0.0,1,32.839,10.82,7.557,29.8,65.61,18.0,2.94,18.0,34.2,41.5,50.96,-96.4,0.037,550.1,0
2026-01-01T03:15:00Z,5.26,1,32.902,10.83,7.563,29.93,65.64,20.29,4.28,18.5,34.3,39.0,50.66,-96.6,0.0385,550.17,0
2026-01-01T03:20:00Z,10.53,1,32.779,12.92,7.546,29.53,65.7,21.18,5.05,19.0,34.4,41.8,50.762,-97.1,0.037,550.2,0
2026-01-01T03:25:00Z,15.79,1,32.753,13.47,7.558,30.07,65.76,21.31,5.67,19.5,34.4,45.3,51.152,-96.8,0.033,550.17,0
2026-01-01T03:30:00Z,21.05,1,32.773,14.01,7.562,30.41,65.82,21.25,6.01,20.0,34.5,50.0,51.65,-97.0,0.0585,550.16,0
2026-01-01T03:35:00Z,26.32,1,32.751,13.94,7.562,28.98,65.87,21.3,6.04,20.5,34.6,52.8,52.202,-96.5,0.048,550.21,0
2026-01-01T03:40:00Z,31.58,1,32.885,13.98,7.57,30.13,65.92,21.21,6.12,21.0,34.8,54.9,52.541,-96.7,0.0485,550.18,0
2026-01-01T03:45:00Z,36.84,1,32.895,11.99,7.561,30.52,65.95,21.18,6.07,21.5,34.9,52.7,52.493,-96.8,0.048,550.17,0
2026-01-01T03:50:00Z,42.11,1,32.834,11.51,7.581,29.71,65.99,21.17,6.01,22.0,35.1,50.3,52.427,-96.5,0.0395,550.25,0
2026-01-01T03:55:00Z,47.37,1,32.879,11.36,7.571,30.38,66.03,21.06,6.02,22.5,35.2,48.1,52.304,-96.7,0.0385,550.21,0
2026-01-01T04:00:00Z,52.63,1,32.825,11.36,7.572,31.65,66.1,21.06,5.55,23.0,35.4,46.6,52.094,-96.5,0.0415,550.2,0
2026-01-01T04:05:00Z,57.89,1,32.814,11.25,7.57,29.91,66.16,21.05,4.83,23.5,35.5,45.3,51.977,-96.2,0.035,550.18,0
2026-01-01T04:10:00Z,63.16,1,32.802,11.13,7.575,30.21,66.19,20.94,3.33,24.0,35.6,43.7,51.758,-96.9,0.0325,550.17,0
2026-01-01T04:15:00Z,68.42,0,32.803,11.04,7.581,21.52,66.13,21.1,1.24,24.5,35.7,42.1,51.689,-95.6,0.046,550.2,0
2026-01-01T04:20:00Z,73.68,0,32.741,13.16,7.563,22.07,66.07,0.8,0.2,25.0,35.8,43.3,51.722,-80.8,0.053,550.16,0
2026-01-01T04:25:00Z,78.95,0,32.831,13.76,7.563,22.24,66.0,0.8,0.08,25.5,35.8,45.3,52.052,-74.9,0.0505,550.2,0
2026-01-01T04:30:00Z,84.21,0,32.816,11.74,7.566,22.07,65.96,0.28,0.02,26.0,36.0,44.1,51.944,-74.9,0.0475,550.17,0
2026-01-01T04:35:00Z,89.47,0,32.855,11.21,7.555,21.34,65.92,0.05,0.0,26.5,36.1,42.3,51.707,-91.9,0.0495,550.18,0
2026-01-01T04:40:00Z,94.74,0,32.822,11.12,7.559,22.08,65.87,0.05,0.0,27.0,36.2,41.2,51.533,-95.4,0.0495,550.22,0
2026-01-01T04:45:00Z,0.0,1,32.81,10.99,7.563,30.83,65.91,18.0,3.17,27.5,36.2,39.9,51.266,-97.3,0.048,550.26,0
2026-01-01T04:50:00Z,5.26,1,32.774,10.95,7.578,30.23,65.96,20.26,4.41,28.0,36.3,38.6,51.074,-97.1,0.052,550.2,0
2026-01-01T04:55:00Z,10.53,1,32.822,13.0,7.573,30.54,66.02,21.01,5.1,28.5,36.5,41.9,51.296,-96.9,0.0465,550.22,0
2026-01-01T05:00:00Z,15.79,1,32.855,13.62,7.574,29.82,66.09,21.14,5.71,29.0,36.7,45.8,51.722,-96.2,0.0445,550.17,0
2026-01-01T05:05:00Z,21.05,1,32.761,14.17,7.581,30.42,66.13,21.14,5.99,29.5,36.8,50.1,52.259,-96.7,0.0575,550.22,0
2026-01-01T05:10:00Z,26.32,1,32.823,14.09,7.572,30.14,66.18,21.06,6.08,30.0,36.9,53.0,52.745,-96.7,0.0585,550.21,0
2026-01-01T05:15:00Z,31.58,1,32.83,14.12,7.578,29.4,66.22,21.13,6.04,30.5,37.0,54.8,53.132,-96.2,0.0515,550.23,0
2026-01-01T05:20:00Z,36.84,1,32.783,12.14,7.574,30.17,66.25,21.13,6.02,31.0,37.2,53.2,53.063,-97.1,0.0585,550.24,0
2026-01-01T05:25:00Z,42.11,1,32.79,11.65,7.579,29.38,66.31,21.17,6.07,31.5,37.4,50.4,52.961,-97.2,0.052,550.27,0
2026-01-01T05:30:00Z,47.37,1,32.831,11.45,7.572,29.6,66.39,21.06,6.08,32.0,37.6,48.5,52.865,-96.7,0.0455,550.2,0
2026-01-01T05:35:00Z,52.63,1,32.763,11.46,7.554,30.1,66.44,21.0,5.61,32.5,37.7,47.0,52.805,-96.3,0.043,550.21,0
2026-01-01T05:40:00Z,57.89,1,32.837,11.41,7.579,30.17,66.5,21.03,4.98,33.0,37.7,45.6,52.754,-96.8,0.05,550.29,0
2026-01-01T05:45:00Z,63.16,1,32.775,11.23,7.595,29.28,66.56,20.97,3.42,33.5,37.9,43.4,52.556,-96.4,0.0475,550.22,0
2026-01-01T05:50:00Z,68.42,0,31.91200437222573,12.207807050251086,7.340205587914204,22.62,66.49,21.09,1.18,34.0,38.0,42.1,52.364,-94.6,0.0505,550.19,1
2026-01-01T05:55:00Z,73.68,0,32.936,13.32,7.588,22.33,66.44,0.8,0.2,34.5,38.1,43.6,52.574,-80.1,0.06,550.23,0
2026-01-01T06:00:00Z,78.95,0,32.776,13.95,7.591,21.56,66.41,0.8,0.08,35.0,38.2,45.7,52.838,-75.9,0.0605,550.24,0
2026-01-01T06:05:00Z,84.21,0,32.846,11.86,7.578,21.06,66.35,0.22,0.01,35.5,38.3,44.2,52.778,-87.3,0.055,550.25,0
2026-01-01T06:10:00Z,89.47,0,32.783,11.35,7.578,21.89,66.32,0.05,0.0,36.0,38.5,42.8,52.652,-94.3,0.0455,550.23,0
2026-01-01T06:15:00Z,94.74,0,32.871,11.18,7.568,21.71,66.22,0.0,0.0,36.5,38.5,41.3,52.367,-96.9,0.049,550.24,0
2026-01-01T06:20:00Z,0.0,1,32.756,11.19,7.572,30.04,66.28,18.0,3.06,37.0,38.6,39.9,52.166,-96.7,0.0555,550.22,0
2026-01-01T06:25:00Z,5.26,1,32.843,11.08,7.583,29.76,66.34,18.0,4.35,37.5,38.7,38.7,51.983,-97.4,0.0515,550.23,0
2026-01-01T06:30:00Z,10.53,1,32.775,13.03,7.59,28.78,66.38,20.15,5.09,38.0,38.9,42.1,52.214,-96.5,0.0445,550.27,0
2026-01-01T06:35:00Z,15.79,1,32.809,13.7,7.577,29.75,66.44,20.9,5.77,38.5,39.1,52.75759166556112,52.604,-120.0,0.0465,550.25,6
2026-01-01T06:40:00Z,21.05,1,32.768,14.3,7.575,29.8,66.46,21.06,6.03,39.0,39.1,49.8,53.057,-96.1,0.063,550.24,0
2026-01-01T06:45:00Z,26.32,1,32.861,14.22,7.58,30.37,66.51,20.99,6.06,39.5,39.2,52.5,53.525,-96.7,0.0545,550.27,0
2026-01-01T06:50:00Z,31.58,1,32.778,14.28,7.587,29.57,66.56,21.11,6.14,40.0,39.5,54.7,53.873,-96.7,0.0535,550.2,0
2026-01-01T06:55:00Z,36.84,1,32.848,12.23,7.568,31.01,66.64,20.99,6.06,40.5,39.5,52.9,53.861,-96.4,0.057,550.23,0
2026-01-01T07:00:00Z,42.11,1,32.803,11.63,7.561,28.85,66.68,21.0,6.05,41.0,39.6,50.4,53.786,-96.1,0.057,550.25,0
2026-01-01T07:05:00Z,47.37,1,32.814,11.51,7.579,30.79,66.72,20.94,5.93,41.5,39.8,48.2,53.663,-96.1,0.057,550.28,0
2026-01-01T07:10:00Z,52.63,1,32.828,11.68,7.573,29.87,66.76,20.88,5.54,42.0,39.8,46.2,53.483,-95.9,0.0685,550.29,0
2026-01-01T07:15:00Z,57.89,1,32.782,11.5,7.582,30.53,66.83,21.0,4.98,42.5,39.7,45.3,53.477,-97.5,0.0605,550.26,0
2026-01-01T07:20:00Z,63.16,1,32.831,11.14,7.586,30.06,66.88,21.02,3.54,43.0,39.7,47.36720408551958,53.342,-112.9508014622576,0.0495,550.26,6
2026-01-01T07:25:00Z,68.42,0,32.897,11.06,7.582,22.69,66.82,20.98,1.21,43.5,39.7,42.0,53.255,-95.6,0.041,550.28,0
2026-01-01T07:30:00Z,73.68,0,32.781,13.2,7.6,21.77,66.77,0.8,0.2,44.0,39.6,43.2,53.438,-80.7,0.05,550.29,0
2026-01-01T07:35:00Z,78.95,0,32.879,13.74,7.587,21.34,66.71,0.8,0.09,44.5,39.6,45.5,53.72,-75.5,0.0585,550.3,0
2026-01-01T07:40:00Z,84.21,0,32.895,11.58,7.586,22.85,66.67,0.18,0.01,45.0,39.5,44.3,53.537,-87.6,0.051,550.29,0
2026-01-01T07:45:00Z,89.47,0,32.779,11.09,7.588,21.93,66.6,0.07,0.01,45.5,39.5,42.7,53.243,-94.0,0.0555,550.28,0
2026-01-01T07:50:00Z,94.74,0,32.747,10.96,7.569,22.13,66.54,0.07,0.02,46.0,39.4,41.3,53.042,-96.1,0.0465,550.27,0
2026-01-01T07:55:00Z,0.0,1,32.835,10.92,7.592,30.74,66.58,18.0,3.14,46.5,39.3,39.9,52.841,-96.3,0.0355,550.22,0
2026-01-01T08:00:00Z,5.26,1,32.792,10.79,7.581,29.38,66.61,20.1,4.33,47.0,39.1,38.6,52.649,-96.7,0.0405,550.25,0
2026-01-01T08:05:00Z,10.53,1,32.913,12.88,7.59,30.36,66.67,20.9,5.22,47.5,39.0,41.6,52.844,-97.0,0.039,550.22,0
2026-01-01T08:10:00Z,15.79,1,32.822,13.43,7.574,29.65,66.72,21.08,5.74,48.0,38.9,44.8,53.132,-95.8,0.0425,550.3,0
2026-01-01T08:15:00Z,21.05,1,32.78,13.98,7.57,29.93,66.77,21.0,6.0,48.5,38.9,49.4,53.621,-97.0,0.0615,550.26,0
2026-01-01T08:20:00Z,26.32,1,32.763,13.93,7.595,30.05,66.82,21.08,6.04,49.0,38.7,52.2,53.948,-97.2,0.0525,550.31,0
2026-01-01T08:25:00Z,31.58,1,32.875,13.93,7.591,29.11,66.85,20.98,6.17,49.5,38.8,53.6,54.299,-96.9,0.0465,550.33,0
2026-01-01T08:30:00Z,36.84,1,32.792,11.96,7.579,29.55,66.89,21.03,6.03,50.0,38.7,53.1,54.329,-97.1,0.0405,550.33,0
2026-01-01T08:35:00Z,42.11,1,32.823,11.44,7.58,30.83,66.94,20.98,6.1,50.5,38.7,49.7,54.023,-97.1,0.0435,550.32,0
2026-01-01T08:40:00Z,47.37,1,32.869,11.2,7.601,30.55,66.98,20.93,6.13,51.0,38.5,47.6,53.909,-96.7,0.0435,550.32,0
2026-01-01T08:45:00Z,52.63,1,32.797,11.28,7.579,29.98,67.02,20.93,5.75,51.5,38.5,45.7,53.663,-96.7,0.0435,550.28,0
2026-01-01T08:50:00Z,57.89,1,32.819,11.24,7.608,30.17,67.08,20.93,5.05,52.0,38.6,44.6,53.564,-96.8,0.0495,550.28,0
2026-01-01T08:55:00Z,63.16,1,32.821,11.04,7.584,29.85,67.16,20.91,5.05,52.5,38.5,42.9,53.411,-97.0,0.0485,550.32,0
2026-01-01T09:00:00Z,68.42,0,32.855,11.0,7.598,22.84,67.1,21.06,1.66,53.0,38.5,41.5,53.285,-95.4,0.032,550.36,0
2026-01-01T09:05:00Z,73.68,0,31.915595259930463,14.582581795487764,7.404571396105498,21.9,67.05,0.8,0.2,53.5,38.5,43.4,53.531,-80.8,0.0455,550.29,1
2026-01-01T09:10:00Z,78.95,0,32.81,13.62,7.596,22.16,66.99,0.8,0.13,54.0,38.4,45.1,53.684,-76.2,0.049,550.34,0
2026-01-01T09:15:00Z,84.21,0,32.824,11.58,7.583,22.7,66.9,0.3,0.06,54.5,38.3,43.6,53.549,-87.4,0.049,550.34,0
2026-01-01T09:20:00Z,89.47,0,32.802,11.1,7.585,21.54,66.84,0.05,0.05,55.0,38.2,42.2,53.423,-93.6,0.051,550.27,0
2026-01-01T09:25:00Z,94.74,0,32.746,10.94,7.586,22.94,66.79,0.0,0.0,55.5,38.2,40.8,53.072,-95.7,0.04,550.31,0
2026-01-01T09:30:00Z,0.0,1,32.833,10.9,7.577,29.09,66.87,18.0,3.16,56.0,38.2,39.7,52.823,-96.6,0.039,550.35,0
2026-01-01T09:35:00Z,5.26,1,32.915,10.8,7.596,30.99,66.92,20.19,4.36,56.5,38.1,38.1,52.529,-96.3,0.0345,550.29,0
2026-01-01T09:40:00Z,10.53,1,32.777,12.76,7.584,29.8,66.98,20.95,5.16,57.0,38.2,41.0,52.715,-96.9,0.0445,550.34,0
2026-01-01T09:45:00Z,15.79,1,32.782,13.38,7.588,29.88,67.03,21.04,5.76,57.5,38.2,44.3,53.012,-96.7,0.0435,550.34,0
2026-01-01T09:50:00Z,21.05,1,32.778,13.97,7.581,28.89,67.06,21.16,6.01,58.0,38.2,48.3,53.447,-96.4,0.0715,550.37,0
2026-01-01T09:55:00Z,26.32,1,32.858,14.04,7.567,29.75,67.13,21.12,6.06,58.5,38.3,50.6,53.879,-96.0,0.062,550.35,0
2026-01-01T10:00:00Z,31.58,1,32.844,13.8,7.592,29.41,67.19,20.96,6.07,59.0,38.3,52.4,54.116,-96.5,0.046,550.29,0
2026-01-01T10:05:00Z,36.84,1,32.814,11.79,7.619,29.67,67.25,21.04,6.15,59.5,38.1,50.7,54.038,-97.2,0.0485,550.39,0
2026-01-01T10:10:00Z,42.11,1,32.776,11.28,7.356333435470134,33.22919507040487,57.807770105999445,21.0,6.12,60.0,38.0,48.2,53.813,-96.5,0.038,550.34,2
2026-01-01T10:15:00Z,47.37,1,32.827,10.96,7.597,30.62,67.35,20.98,6.14,60.5,38.1,45.6,53.654,-97.4,0.048,550.34,0
2026-01-01T10:20:00Z,52.63,1,32.744,11.05,7.595,30.17,67.38,20.89,5.63,61.0,37.8,44.4,53.396,-96.4,0.0385,550.38,0
2026-01-01T10:25:00Z,57.89,1,32.829,10.98,7.599,30.23,67.44,20.88,5.09,61.5,37.6,43.9,53.351,-96.8,0.031,550.33,0
2026-01-01T10:30:00Z,63.16,1,32.866,10.86,7.606,29.39,67.52,20.88,3.55,62.0,37.6,42.2,53.123,-96.7,0.0315,550.37,0
2026-01-01T10:35:00Z,68.42,0,32.76,10.76,7.587,21.52,67.45,20.99,1.25,62.5,37.5,40.5,52.895,-95.3,0.0375,550.32,0
2026-01-01T10:40:00Z,73.68,0,32.746,12.94,7.609,23.12,67.38,0.8,0.2,63.0,37.5,41.9,53.021,-80.8,0.0475,550.37,0
2026-01-01T10:45:00Z,78.95,0,32.901,13.48,7.604,21.6,67.32,0.8,0.06,63.5,37.1,43.8,53.192,-75.7,0.051,550.33,0
2026-01-01T10:50:00Z,84.21,0,32.791,11.38,7.602,23.03,67.26,0.27,0.03,64.0,36.8,42.6,53.009,-87.4,0.0345,550.38,0
2026-01-01T10:55:00Z,89.47,0,32.878,10.84,7.598,21.88,67.18,0.04,0.03,64.5,36.6,41.3,52.817,-94.9,0.0405,550.36,0
2026-01-01T11:00:00Z,94.74,0,32.814,10.69,7.593,22.03,67.12,0.05,0.03,65.0,36.5,39.7,52.523,-95.4,0.039,550.37,0
2026-01-01T11:05:00Z,0.0,1,32.813,10.67,7.6,30.67,67.15,18.0,3.24,65.5,36.3,39.7,52.373,-96.0,0.032,550.33,0
2026-01-01T11:10:00Z,5.26,1,32.844,10.58,7.6,30.8,67.21,20.14,4.49,66.0,36.3,37.8,52.052,-96.7,0.0425,550.31,0
2026-01-01T11:15:00Z,10.53,1,32.778,12.58,7.591,29.97,67.25,20.99,5.15,66.5,36.0,40.3,52.202,-97.0,0.0375,550.32,0
2026-01-01T11:20:00Z,15.79,1,32.829,13.11,7.591,29.81,67.32,21.12,5.74,67.0,35.8,43.1,52.454,-97.3,0.0355,550.35,0
2026-01-01T11:25:00Z,21.05,1,32.803,13.59,7.598,30.01,67.36,21.05,6.05,67.5,35.8,47.1,52.739,-97.0,0.0525,550.36,0
2026-01-01T11:30:00Z,26.32,1,32.756,13.49,7.613,30.25,67.4,21.1,6.08,68.0,35.8,49.0,53.06,-96.5,0.0445,550.42,0
2026-01-01T11:35:00Z,31.58,1,32.839,13.47,7.587,30.58,67.46,20.99,6.03,68.5,35.7,53.62702461836335,53.279,-118.03192165614668,0.031,550.47,6
2026-01-01T11:40:00Z,36.84,1,32.809,11.65,7.585,30.05,67.49,21.08,6.13,69.0,35.6,49.1,53.294,-96.7,0.038,550.41,0
2026-01-01T11:45:00Z,42.11,1,32.815,11.12,7.603,30.42,67.55,20.94,6.07,69.5,35.7,46.6,53.144,-96.4,0.038,550.31,0
2026-01-01T11:50:00Z,47.37,1,32.762,10.91,7.603,31.04,67.61,20.9,6.1,70.0,35.7,44.5,52.955,-96.0,0.0415,550.32,0
2026-01-01T11:55:00Z,52.63,1,32.902,11.05,7.605,30.29,67.64,20.95,5.84,70.5,35.6,43.4,52.781,-96.6,0.0335,550.38,0
2026-01-01T12:00:00Z,57.89,1,32.867,10.95,7.606,30.25,67.69,21.02,5.16,71.0,35.5,42.5,52.55,-96.5,0.0415,550.35,0
2026-01-01T12:05:00Z,63.16,1,32.871,10.81,7.603,29.15,67.74,21.01,3.74,71.5,35.4,40.9,52.406,-96.7,0.0255,550.34,0
2026-01-01T12:10:00Z,68.42,0,32.808,10.68,7.619,20.48,67.7,21.04,1.37,72.0,35.4,39.4,52.121,-95.4,0.0395,550.34,0
2026-01-01T12:15:00Z,73.68,0,32.736,12.9,7.586,22.29,67.62,0.8,0.2,72.5,35.4,40.8,52.247,-80.2,0.039,550.39,0
2026-01-01T12:20:00Z,78.95,0,32.92,13.48,7.593,22.0,67.54,0.8,0.05,73.0,35.4,42.9,52.511,-75.3,0.0475,550.4,0
2026-01-01T12:25:00Z,84.21,0,32.819,11.41,7.599,21.74,67.49,0.24,0.02,73.5,35.4,41.9,52.421,-87.1,0.0475,550.36,0
2026-01-01T12:30:00Z,89.47,0,32.785,10.92,7.582,22.19,67.43,0.12,0.0,74.0,35.4,40.1,52.184,-94.0,0.0365,550.37,0
2026-01-01T12:35:00Z,94.74,0,32.843,10.78,7.596,22.01,67.38,0.0,0.0,74.5,35.3,38.7,51.833,-95.7,0.0365,550.34,0
2026-01-01T12:40:00Z,0.0,1,32.881,10.7,7.615,30.72,67.43,18.0,3.19,75.0,35.3,37.3,51.557,-96.3,0.041,550.36,0
2026-01-01T12:45:00Z,5.26,1,32.821,10.75,7.6,30.1,67.47,20.32,4.41,75.5,35.1,36.5,51.41,-97.1,0.036,550.36,0
2026-01-01T12:50:00Z,10.53,1,32.886,12.45,7.603,29.6,67.52,20.96,5.18,76.0,35.0,38.9,51.476,-96.5,0.0335,550.42,0
2026-01-01T12:55:00Z,15.79,1,32.877,12.89,7.589,30.65,67.58,21.14,5.8,76.5,34.9,41.3,51.617,-96.3,0.029,550.44,0
2026-01-01T13:00:00Z,21.05,1,32.769,13.46,7.596,29.93,67.61,21.18,5.93,77.0,34.9,45.0,52.025,-96.3,0.051,550.41,0
2026-01-01T13:05:00Z,26.32,1,32.789,13.38,7.6,30.38,67.69,21.23,6.1,77.5,34.8,47.2,52.223,-95.9,0.035,550.46,0
2026-01-01T13:10:00Z,31.58,1,32.871,13.41,7.602,29.78,67.75,21.12,6.03,78.0,34.8,48.7,52.283,-96.3,0.034,550.42,0
2026-01-01T13:15:00Z,36.84,1,32.688,11.42,7.618,29.68,67.78,21.04,6.04,78.5,34.6,47.0,52.28,-95.9,0.0345,550.36,0
2026-01-01T13:20:00Z,42.11,1,32.816,10.95,7.612,30.12,67.84,21.06,6.06,79.0,34.5,45.0,52.1,-96.3,0.0345,550.41,0
2026-01-01T13:25:00Z,47.37,1,32.752,10.78,7.596,30.08,67.87,21.04,6.05,79.5,34.3,43.0,51.845,-96.2,0.0365,550.4,0
2026-01-01T13:30:00Z,52.63,1,32.8,10.79,7.611,30.36,67.93,21.11,5.77,80.0,34.1,41.5,51.635,-96.1,0.035,550.48,0
2026-01-01T13:35:00Z,57.89,1,32.809,10.79,7.615,29.92,68.0,21.01,5.16,80.5,33.9,40.8,51.422,-95.9,0.0275,550.34,0
2026-01-01T13:40:00Z,63.16,1,32.806,10.66,7.622,28.98,68.03,21.03,5.16,81.0,34.0,39.5,51.23,-97.1,0.0305,550.41,0
2026-01-01T13:45:00Z,68.42,0,32.796,10.48,7.626,21.82,67.99,20.97,1.72,81.5,33.9,38.0,51.02,-95.2,0.032,550.35,0
2026-01-01T13:50:00Z,73.68,0,32.769,12.74,7.598,22.55,67.93,0.8,0.2,82.0,33.7,39.6,51.164,-80.8,0.041,550.42,0
2026-01-01T13:55:00Z,78.95,0,32.938,13.27,7.599,21.89,67.88,0.8,0.05,82.5,33.7,41.8,51.362,-76.0,0.048,550.39,0
